,Source,Propaganda text,Type
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[Apocalyptic Message],propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/hotel-mumbai/movieshow/62009646.cms,Hotel Mumbai,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",North by Northwest,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-nun/movieshow/62019355.cms,The Nun,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",NCIS,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Ten Million Dollars a Year,propaganda
,https://www.canva.com/learn/examples-of-propaganda//,I want you for the Navy,propaganda
,https://www.imdb.com/title/tt6828026/?ref_=fn_tt_tt_210,DIA: Aesthetics and Politics,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",12 Angry Men,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,The United Nations Fight For Freedom,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/fantastic-beasts-the-secrets-of-dumbledore/movieshow/90102510.cms,Fantastic Beasts: The Secrets Of Dumbledore,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Samurai Jack,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Haunting of Hill House,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Knick,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Alien,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"U.S. Marine Corps, Women's Reserve. Side 1",propaganda
,https://www.imdb.com/title/tt16897176/?ref_=fn_tt_tt_5,Queen Charlotte: A Bridgerton Story,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/marilyn-1963-arg,Marilyn ,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Wimbledon,Non propaganda
,https://posteritati.com/genre/documentary?page=8,Henri Langlois: The Phantom of the Cinematheque,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,They Are Giving All,propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[Racism and Anti-Semitism in Paris],propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/hotel-transylvania-3/movieshow/62008872.cms,Hotel Transylvania 3: A Monster Vacation,Non propaganda
,https://www.imdb.com/title/tt1112861/?ref_=fn_tt_tt_281,New York Stories,Non propaganda
,https://www.imdb.com/title/tt0158099/?ref_=fn_tt_tt_88,Politics of the Heart,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Far Out Isn't Far Enough: The Tomi Ungerer Story,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,[Special War Libraries for our Fighting Men],propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/dog/movieshow/90072418.cms,Dog,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,Britons Wants You: Join Your Country's Army,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/legacy-of-lies/movieshow/81754955.cms,Legacy Of Lies,Non propaganda
,https://posteritati.com/genre/documentary?page=11,On the Line,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",A Moment to Remember,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Rezo,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Love & Death,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Apartment,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",The Fault in Our Stars,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/charming/movieshow/61260060.cms,Charming,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,I'm Counting On You!,propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",No Strings Attached,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/thomas-friends-big-world-big-adventures-the-movie/movieshow/68096708.cms,Thomas & Friends: Big World! Big Adventures! The Movie,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Queen: Hungarian Rhapsody - Live in Budapest '86,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Attack on Titan,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/finders-keepers/movieshow/61792369.cms,Finders Keepers,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Lawrence of Arabia,Non propaganda
,https://www.imdb.com/title/tt0234533/?ref_=fn_tt_tt_124,Irish Way of Discussing Politics,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Workin' Moms,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/isis-enemies-of-humanity/movieshow/61283261.cms,ISIS: Enemies Of Humanity,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-stolen-princess/movieshow/65501276.cms,The Stolen Princess,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/tyson-2008,Tyson ,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Six Feet Under,Non propaganda
,https://www.imdb.com/title/tt16030620/?ref_=fn_tt_tt_55,The Help,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,[Twelve Segmented Russian Drawings],propaganda
,https://posteritati.com/genre/documentary?page=11,Paris Is Burning,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Pirates of the Caribbean: The Curse of the Black Pearl,Non propaganda
,https://posteritati.com/genre/documentary?page=12,Revenge of the Mekons,Non propaganda
,https://www.imdb.com/title/tt0481542/?ref_=fn_tt_tt_185,The Politics of Boxing,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Do With Less--So They'll Have Enough!,propaganda
,https://www.canva.com/learn/examples-of-propaganda/,Build tanks,propaganda
,https://posteritati.com/genre/documentary?page=14,Wild Style,Non propaganda
,https://www.loc.gov/free-to-use/wwi-posters/,"Wake up America! Civilization calls every man, woman and child!...",propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",The Reader,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Focus,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/e-t-the-extra-terrestrial/movieshow/93729802.cms,E.T - The Extra Terrestrial,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Grey's Anatomy,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/black-widow/movieshow/70839205.cms,Black Widow,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Parks and Recreation,Non propaganda
,https://posteritati.com/genre/documentary?page=5,A Bigger Splash,Non propaganda
,https://posteritati.com/genre/documentary?page=6,Ecco,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/how-to-train-your-dragon-3/movieshow/61959431.cms,How To Train Your Dragon: The Hidden World,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/crazy-rich-asians/movieshow/62025216.cms,Crazy Rich Asians,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-black-phone/movieshow/92383133.cms,The Black Phone,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Wire,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",Guzaarish,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/hunter-killer/movieshow/65159609.cms,Hunter Killer,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",To Kill a Mockingbird,Non propaganda
,https://posteritati.com/genre/documentary?page=14,Theory of Obscurity: A Film About the Residents,Non propaganda
,https://filmartgallery.com/products/woodstock-10,Woodstock,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Union des Femmes de Prisonniers,propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,How Can You Afford Those Extra War Bonds,propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",If I Stay,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/frozen-2/movieshow/62024670.cms,Frozen 2,Non propaganda
,https://posteritati.com/genre/documentary?page=13,The Trail Leads to the A-54,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Secrets & Lies,Non propaganda
,https://posteritati.com/genre/documentary?page=13,The Song Remains the Same,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Americans Will Always Fight For Liberty,propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Message,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-mule/movieshow/66824251.cms,The Mule,Non propaganda
,https://www.imdb.com/title/tt5165368/?ref_=fn_tt_tt_63,History's Mysteries,Non propaganda
,https://posteritati.com/genre/documentary?page=9,Jane by Charlotte,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Fidel: The Untold Story,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Dead Poets Society,Non propaganda
,https://posteritati.com/genre/documentary?page=7,The Gleaners & I,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"Ours... to fight for, Freedom From Want (Oversize)",propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-current-war/movieshow/62006761.cms,The Current War,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Far from Vietnam,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/free-guy/movieshow/71439741.cms,Free Guy,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Jurassic Park,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/come-play/movieshow/79261903.cms,Come Play,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Feast of Love,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-beguiled/movieshow/61273986.cms,The Beguiled,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,War Shipments Mean Less Fuel For All,propaganda
,https://posteritati.com/genre/documentary?page=9,Man with a Movie Camera,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/papillon/movieshow/64379597.cms,Papillon,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Terminator 2: Judgment Day,Non propaganda
,https://www.imdb.com/title/tt0088478/?ref_=fn_tt_tt_9,Seattle: Hidden Histories,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/knives-out/movieshow/71887956.cms,Knives Out,Non propaganda
,https://www.imdb.com/title/tt9448284/?ref_=fn_tt_tt_90,Politics of Preschool,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-mauritanian/movieshow/80012268.cms,The Mauritanian,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,I Want You for US Army,propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,I'm Alan Partridge,Non propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Black Knight,Non propaganda
,https://stacker.com/history/famous-propaganda-posters-last-100-years,Save Bones for Aircraft Production,propaganda
,https://posteritati.com/genre/documentary?page=10,Nanook of the North,Non propaganda
,https://www.imdb.com/title/tt3446326/?ref_=fn_tt_tt_145,Politics Politics Politics,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Kate & Leopold,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",What Women Want,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Impractical Jokers,Non propaganda
,https://posteritati.com/genre/documentary?page=4,American Boy: A Profile of Steven Prince / Italianamerican,Non propaganda
,https://posteritati.com/genre/documentary?page=11,NWA & Eazy-E: Kings of Compton,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Jaws,Non propaganda
,https://www.imdb.com/title/tt0021328/?ref_=fn_tt_tt_176,Peanuts and Politics,Non propaganda
,https://www.canva.com/learn/examples-of-propaganda/,The Real V for Victory. Joined hands will crack these nuts.,propaganda
,https://www.imdb.com/title/tt0004480/?ref_=fn_tt_tt_220,Hearts and Politics,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/borg-mcenroe/movieshow/61945769.cms,Borg McEnroe,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[German and French Notice from the Der Feldkommandant],propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Django Unchained,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Sugar Means Ships,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/a-death-in-the-gunj/movieshow/61259289.cms,A Death In The Gunj,Non propaganda
,https://www.canva.com/learn/examples-of-propaganda/,The world now knows that the Fascists have nothing to offer the youth but death,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/air-strike/movieshow/66446854.cms,Air Strike,Non propaganda
,https://www.imdb.com/title/tt9124892/?ref_=fn_tt_tt_93,Playground Politics,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Save the Products of the Land,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/wonder-woman-2/movieshow/62024878.cms,Wonder Woman 1984,Non propaganda
,https://www.imdb.com/title/tt16288162/?ref_=fn_tt_tt_73,Game of Thrones: The Politics of Power - A Look Back at Season 3,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/a-bad-moms-christmas/movieshow/61531825.cms,A Bad Mom's Christmas,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"The Roll Call, A Masque of the Red Cross",propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Haikyu!!,Non propaganda
,https://posteritati.com/genre/documentary?page=6,Elena,Non propaganda
,https://www.imdb.com/title/tt15150158/?ref_=fn_tt_tt_213,Barbershop Politics,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/entebbe/movieshow/61961500.cms,7 Days In Entebbe,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Guard Your Family's Health!,propaganda
,"https://www.imdb.com/chart/tvmeter?sort=rk,asc&mode=simple&page=1",Joker,Non propaganda
,https://posteritati.com/genre/documentary?page=9,Living Buddha,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/bao/movieshow/69771212.cms,Bao,Non propaganda
,https://www.printmag.com/advertising/now-then-american-propaganda-posters/,Remember your first thrill of American liberty Your duty – Buy United States government bonds ,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/pinocchio/movieshow/82232831.cms,Pinocchio,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",Little Children,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Come on Kids-Let's do our bit!,propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",The Railway Man,Non propaganda
,https://propagandaposterstore.com/shop/?product_view=list&product_orderby=popularity,i am telling you on june 28th i expect you to enlist in the army of war savers to back up my army of fighters,propaganda
,https://www.imdb.com/title/tt5768978/?ref_=fn_tt_tt_76,Politics of Food,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=1",Up in the Air,Non propaganda
,https://www.imdb.com/title/tt0252650/?ref_=fn_tt_tt_36,"Bauern, Bonzen und Bomben",Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",American History X,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",A Beautiful Life,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Spaced,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Big Lebowski,Non propaganda
,https://posteritati.com/genre/documentary?page=8,Koch,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Who's Afraid of Virginia Woolf?,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/indiana-jones-and-the-dial-of-destiny/movieshow/96260328.cms,Indiana Jones And The Dial Of Destiny,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Oh Boy! That's the Girl!,propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Les Conditions de la Renaissance Francaise,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/abominable/movieshow/68004889.cms,Abominable,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/fahrenheit-9-11,Fahrenheit 9/11 ,Non propaganda
,https://www.imdb.com/title/tt27397580/?ref_=fn_tt_tt_110,Politics of Plate Lunch,Non propaganda
,https://www.canva.com/learn/examples-of-propaganda/,"Talk less,You never know",propaganda
,https://posteritati.com/genre/documentary?page=8,Harry Benson: Shoot First,Non propaganda
,https://posteritati.com/genre/documentary?page=10,Moon Over Broadway,Non propaganda
,https://www.originalfilmart.com/en-bd/collections/documentary/products/it-might-get-loud,It Might Get Loud,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Journee Antillo-Guyanaise,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-wicked-path/movieshow/61285229.cms,The Wicked Path,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Leyla and Mecnun,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/michelangelo-love-and-death/movieshow/63982323.cms,Michelangelo: Love And Death,Non propaganda
,https://posteritati.com/genre/documentary?page=7,Garlic Is As Good As Ten Mothers,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Coco,Non propaganda
,https://www.imdb.com/title/tt7870622/?ref_=fn_tt_tt_181,The Politics of Competitive Gaming Among Friends,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/the-zookeepers-wife/movieshow/61261625.cms,The Zookeeper's Wife,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,The Jinx: The Life and Deaths of Robert Durst,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Pianist,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,America's Answer! Production,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/teresa-had-a-dream/movieshow/94322283.cms,Teresa Had A Dream,Non propaganda
,https://propagandaposterstore.com/shop/?product_view=list&product_orderby=popularity,women of Britain say “GO”,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/adam-k/movieshow/61247916.cms,Adam K,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Men Wanted for the Army,propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",Easy A,Non propaganda
,https://www.imdb.com/chart/toptv?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=470df400-70d9-4f35-bb05-8646a1195842&pf_rd_r=J4Y5SF08DY11V7JGE0JR&pf_rd_s=right-4&pf_rd_t=15506&pf_rd_i=bottom&ref_=chtbtm_ql_6,Life,Non propaganda
,https://posteritati.com/genre/documentary?page=12,El Salvador: Another Vietnam,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/sniper-rogue-mission/movieshow/93454175.cms,Sniper: Rogue Mission,Non propaganda
,https://www.imdb.com/title/tt4246472/?ref_=fn_tt_tt_119,Pride & Prejudice: The Politics of 18th Century Dating,Non propaganda
,https://www.imdb.com/title/tt21831992/?ref_=fn_tt_tt_72,Rogue One: A Star Wars Story,Non propaganda
,https://posteritati.com/genre/documentary?page=10,Mondovino,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Dune,Non propaganda
,https://www.imdb.com/title/tt6795744/?ref_=fn_tt_tt_186,Jersey Shore Politics,Non propaganda
,"https://www.imdb.com/list/ls021389931/?sort=list_order,asc&st_dt=&mode=detail&page=2",40 Days and 40 Nights,Non propaganda
,https://www.imdb.com/title/tt0009493/?ref_=fn_tt_tt_63,Earth First! The Politics of Radical Environmentalism,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,"Feed a Fighter, Eat only what you need- waste nothing-",propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",The Best Years of Our Lives,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Casino Royale,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/a-prayer-before-dawn/movieshow/61275430.cms,A Prayer Before Dawn,Non propaganda
,https://www.imdb.com/title/tt1015155/?ref_=fn_tt_tt_239,Roske on Politics,Non propaganda
,https://posteritati.com/genre/documentary?page=4,American Hardcore,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/period-end-of-sentence-/movieshow/69767115.cms,Period. End Of Sentence.,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Sling Blade,Non propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/sonic-the-hedgehog/movieshow/66824138.cms,Sonic The Hedgehog,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search/searchterm/war%20posters%2C%20canadian/field/subjec/mode/exact/conn/and,Books Are Weapons In The War Of Ideas,propaganda
,https://timesofindia.indiatimes.com/entertainment/english/movie-details/vanguard/movieshow/79820859.cms,Vanguard,Non propaganda
,"https://www.imdb.com/chart/top-english-movies?sort=nv,desc&mode=simple&page=1",Gandhi,Non propaganda
,https://content.libraries.wsu.edu/digital/collection/propaganda/search,[Sailor Observing Aircrafts],propaganda
